id,protein,taxa,e-value
WP_046940036.1, formate dehydrogenase-N subunit alpha,Haemophilus haemolyticus,0.0
WP_118803285.1, formate dehydrogenase-N subunit alpha,Haemophilus haemolyticus,0.0
WP_118790240.1, formate dehydrogenase-N subunit alpha,Haemophilus haemolyticus,0.0
WP_118846157.1, formate dehydrogenase-N subunit alpha,Haemophilus haemolyticus,0.0
WP_118782145.1, formate dehydrogenase-N subunit alpha,Haemophilus haemolyticus,0.0
WP_005646423.1, formate dehydrogenase-N subunit alpha,Haemophilus haemolyticus,0.0
WP_111696557.1, formate dehydrogenase-N subunit alpha,Haemophilus haemolyticus,0.0
WP_005643541.1, MULTISPECIES: formate dehydrogenase-N subunit alpha,Haemophilus haemolyticus,0.0
WP_118843222.1, formate dehydrogenase-N subunit alpha,Haemophilus haemolyticus,0.0
WP_134079887.1, formate dehydrogenase-N subunit alpha,Haemophilus haemolyticus,0.0
WP_118856010.1, formate dehydrogenase-N subunit alpha,Haemophilus haemolyticus,0.0
WP_133498201.1, formate dehydrogenase-N subunit alpha,Haemophilus haemolyticus,0.0
WP_081637750.1, formate dehydrogenase-N subunit alpha,Bilophila wadsworthia,0.0
WP_081847476.1, formate dehydrogenase-N subunit alpha,Bilophila wadsworthia,0.0
WP_148399558.1, formate dehydrogenase-N subunit alpha,Bilophila wadsworthia,0.0
WP_118274569.1, molybdopterin-dependent oxidoreductase,Sutterella sp,0.0
WP_022372559.1, formate dehydrogenase subunit alpha,Sutterella sp,0.0
WP_021994872.1, molybdopterin dinucleotide-binding region,Sutterella wadsworthensis,0.0
WP_005430612.1, molybdopterin-dependent oxidoreductase,Sutterella wadsworthensis,0.0
WP_016473895.1, molybdopterin-dependent oxidoreductase,Sutterella wadsworthensis,0.0
WP_139687722.1, molybdopterin dinucleotide-binding protein,Sutterella sp,0.0
WP_005435795.1, molybdopterin-dependent oxidoreductase,Sutterella wadsworthensis,0.0
WP_062332269.1, molybdopterin-dependent oxidoreductase,Sutterella sp,0.0
WP_022444666.1, formate dehydrogenase subunit alpha,Sutterella sp,0.0
KXB53787.1," putative formate dehydrogenase, alpha subunit",Eggerthella like,0.0
WP_066779733.1, molybdopterin-dependent oxidoreductase,TM7 H1,0.0
WP_001198358.1, MULTISPECIES: sulfate ABC transporter substrate-binding protein,Escherichia coli,1.47e-135
WP_000383354.1, MULTISPECIES: sulfate ABC transporter substrate-binding protein,Escherichia coli,4.94e-113
WP_000383350.1, sulfate ABC transporter substrate-binding protein,Escherichia coli,2.48e-112
WP_121831904.1, sulfate ABC transporter substrate-binding protein,Escherichia coli,7.59e-112
WP_005635027.1, sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,1.90e-85
WP_046940035.1, sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,2.90e-85
WP_005637641.1, sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,1.24e-84
WP_005628714.1, sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,1.30e-84
WP_114891700.1, sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,1.81e-83
WP_048953723.1, MULTISPECIES: sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,1.85e-83
WP_114909312.1, sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,2.05e-83
WP_118775192.1, sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,2.22e-83
WP_009766819.1, MULTISPECIES: sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,4.03e-83
WP_046953565.1, sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,1.06e-82
WP_005643543.1, MULTISPECIES: sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,1.53e-82
WP_118777337.1, sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,1.63e-82
WP_118861421.1, sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,3.48e-82
WP_118795661.1, sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,6.92e-82
WP_118785009.1, sulfate ABC transporter substrate-binding protein,Haemophilus haemolyticus,9.04e-82
WP_101636912.1, formate dehydrogenase subunit alpha,Campylobacter ureolyticus,8.24e-74
WP_081617935.1, formate dehydrogenase,Campylobacter ureolyticus,1.02e-73
WP_081634525.1, formate dehydrogenase subunit alpha,Campylobacter ureolyticus,1.07e-73
WP_081755350.1, formate dehydrogenase subunit alpha,Campylobacter ureolyticus,4.02e-73
WP_081634527.1, formate dehydrogenase subunit alpha,Campylobacter ureolyticus,1.25e-66
WP_081617940.1, formate dehydrogenase,Campylobacter ureolyticus,1.12e-64
WP_005428799.1, formate dehydrogenase subunit alpha,Sutterella wadsworthensis,5.41e-59
WP_139687334.1, formate dehydrogenase subunit alpha,Sutterella sp,4.30e-58
WP_004838149.1, formate dehydrogenase subunit alpha,Anaerococcus vaginalis,7.65e-58
WP_021995532.1, formate dehydrogenase subunit alpha,Sutterella wadsworthensis,9.72e-58
WP_016474531.1, formate dehydrogenase subunit alpha,Sutterella wadsworthensis,2.02e-57
WP_081697337.1, formate dehydrogenase subunit alpha,Parvimonas micra,4.01e-56
WP_081697337.1, formate dehydrogenase subunit alpha,Parvimonas micra,7.53e-06
WP_081985393.1, formate dehydrogenase subunit alpha,Parvimonas micra,5.53e-56
WP_081985393.1, formate dehydrogenase subunit alpha,Parvimonas micra,7.59e-06
WP_013379307.1, MULTISPECIES: formate dehydrogenase subunit alpha,Eubacterium sp,2.61e-55
WP_118059362.1, formate dehydrogenase subunit alpha,Parvimonas micra,1.22e-54
WP_118059362.1, formate dehydrogenase subunit alpha,Parvimonas micra,7.59e-06
WP_081446169.1, formate dehydrogenase subunit alpha,Parvimonas micra,1.35e-54
WP_081446169.1, formate dehydrogenase subunit alpha,Parvimonas micra,7.59e-06
WP_058695594.1, formate dehydrogenase subunit alpha,Eubacterium sp,1.94e-54
WP_094207397.1, formate dehydrogenase subunit alpha,Finegoldia magna,1.01e-53
WP_094223647.1, formate dehydrogenase subunit alpha,Finegoldia magna,1.31e-53
WP_094208885.1, formate dehydrogenase subunit alpha,Finegoldia magna,1.95e-53
WP_094210023.1, formate dehydrogenase subunit alpha,Finegoldia magna,2.01e-53
WP_110057840.1, formate dehydrogenase subunit alpha,Finegoldia magna,2.49e-53
WP_080552394.1, formate dehydrogenase subunit alpha,Finegoldia magna,4.30e-53
WP_094230127.1, formate dehydrogenase subunit alpha,Finegoldia magna,4.33e-53
WP_081091115.1, formate dehydrogenase subunit alpha,Finegoldia magna,4.62e-53
WP_080551582.1, formate dehydrogenase subunit alpha,Finegoldia magna,4.79e-53
WP_080565304.1, formate dehydrogenase subunit alpha,Finegoldia magna,4.92e-53
WP_080503393.1, formate dehydrogenase subunit alpha,Finegoldia magna,5.85e-53
WP_154273762.1, formate dehydrogenase subunit alpha,Finegoldia magna,5.95e-53
WP_094225818.1, formate dehydrogenase subunit alpha,Finegoldia magna,1.23e-52
WP_094203932.1, formate dehydrogenase subunit alpha,Finegoldia magna,1.80e-52
WP_080545245.1, formate dehydrogenase subunit alpha,Finegoldia magna,1.97e-52
WP_156425740.1, formate dehydrogenase subunit alpha,TM7 H1,1.01e-48
WP_134078808.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,2.83e-48
WP_081278295.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,2.93e-48
WP_118855206.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,2.99e-48
WP_080950181.1, MULTISPECIES: formate dehydrogenase subunit alpha,Haemophilus haemolyticus,3.10e-48
WP_080950766.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,3.13e-48
WP_080563620.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,3.37e-48
WP_118775974.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,3.43e-48
WP_080567419.1, MULTISPECIES: formate dehydrogenase subunit alpha,Haemophilus haemolyticus,3.43e-48
WP_118842976.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,3.80e-48
WP_080948128.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,3.83e-48
WP_080565539.1, MULTISPECIES: formate dehydrogenase subunit alpha,Haemophilus haemolyticus,3.90e-48
WP_118781644.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,4.05e-48
WP_114892187.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,4.16e-48
WP_114892665.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,4.40e-48
WP_118795822.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,4.82e-48
WP_012817910.1," formate dehydrogenase H subunit alpha, selenocysteine-containing",Escherichia coli,5.61e-48
WP_118817230.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,5.79e-48
WP_077630709.1, formate dehydrogenase subunit alpha,Escherichia coli,1.75e-47
NP_313088.1," formate dehydrogenase-H, selenopolypeptide subunit",Escherichia coli,1.77e-47
WP_001300547.1, MULTISPECIES: formate dehydrogenase subunit alpha,Escherichia coli,1.85e-47
WP_077633847.1, formate dehydrogenase subunit alpha,Escherichia coli,1.89e-47
YP_002415220.1, formate dehydrogenase-H selenopolypeptide subunit,Escherichia coli,1.89e-47
WP_118788561.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,1.91e-47
WP_118793832.1, formate dehydrogenase subunit alpha,Haemophilus haemolyticus,1.96e-47
WP_050334068.1, formate dehydrogenase subunit alpha,Campylobacter ureolyticus,7.89e-41
WP_114675162.1, formate dehydrogenase,Campylobacter ureolyticus,9.62e-41
WP_083801168.1, formate dehydrogenase subunit alpha,Megasphaera micronuciformis,2.66e-39
WP_065360269.1, formate dehydrogenase subunit alpha,Megasphaera lornae,2.49e-38
WP_095629811.1, formate dehydrogenase subunit alpha,Megasphaera lornae,4.00e-38
WP_087478841.1, formate dehydrogenase subunit alpha,Megasphaera lornae,4.38e-38
WP_154254604.1, MULTISPECIES: formate dehydrogenase subunit alpha,Megasphaera lornae,1.82e-37
KXB53786.1, Tat pathway signal sequence domain protein,Eggerthella like,2.31e-37
WP_082715159.1, formate dehydrogenase subunit alpha,TM7 H1,2.43e-37
WP_024962700.1, formate dehydrogenase,Campylobacter ureolyticus,3.87e-37
WP_029436381.1, nitrate reductase,Bilophila wadsworthia,7.87e-37
WP_016360481.1, nitrate reductase,Bilophila wadsworthia,8.68e-37
WP_066779731.1, molybdopterin-dependent oxidoreductase,TM7 H1,8.74e-37
WP_101637323.1, formate dehydrogenase subunit alpha,Campylobacter ureolyticus,3.32e-36
WP_050333586.1, formate dehydrogenase subunit alpha,Campylobacter ureolyticus,7.96e-35
WP_081638972.1, MULTISPECIES: formate dehydrogenase subunit alpha,Megasphaera lornae,1.15e-33
WP_155397816.1," molybdopterin-dependent oxidoreductase, partial",Haemophilus haemolyticus,1.15e-33
WP_032827153.1, formate dehydrogenase,Haemophilus haemolyticus,8.58e-29
WP_046942806.1," sulfate ABC transporter substrate-binding protein, partial",Haemophilus haemolyticus,7.79e-28
WP_118861621.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.07e-27
WP_005431552.1, nitrate reductase catalytic subunit NapA,Sutterella wadsworthensis,1.18e-27
KXB48910.1, formate dehydrogenase subunit alpha family protein,Eggerthella like,1.32e-27
WP_114891534.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,4.44e-27
WP_118790526.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,5.51e-27
WP_118867997.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,6.17e-27
WP_065246586.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,6.84e-27
WP_046942540.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,7.99e-27
WP_118777247.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,8.49e-27
WP_118800691.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,9.42e-27
WP_005643039.1, MULTISPECIES: nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.05e-26
WP_118855508.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.62e-26
WP_032803590.1, MULTISPECIES: nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.62e-26
WP_005636508.1, nitrate reductase catalytic subunit,Haemophilus haemolyticus,1.64e-26
WP_065249921.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.80e-26
WP_005627029.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,2.12e-26
WP_005647135.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,2.59e-26
WP_118788683.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,2.64e-26
WP_046952771.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,3.00e-26
WP_133499088.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,3.30e-26
WP_118795980.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,3.39e-26
WP_118785332.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,3.86e-26
WP_118813514.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,4.13e-26
WP_118817195.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,4.13e-26
WP_111695962.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,4.17e-26
WP_046938662.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,4.51e-26
WP_118843455.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,4.91e-26
WP_022372919.1, periplasmic nitrate reductase large subunit,Sutterella sp,5.60e-26
WP_046950563.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,7.06e-26
WP_118808675.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,7.44e-26
YP_006781340.1," formate dehydrogenase-H, selenopolypeptide subunit",Escherichia coli,9.49e-26
WP_118811519.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.02e-25
WP_118793731.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.08e-25
WP_118775619.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.10e-25
WP_118781774.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.12e-25
WP_118805672.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.21e-25
WP_005635178.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.28e-25
WP_118865456.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.37e-25
WP_114908251.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.45e-25
WP_082149298.1, MULTISPECIES: FdhF/YdeP family oxidoreductase,Arcanobacterium haemolyticum,1.86e-25
YP_006122433.1," formate dehydrogenase-H, selenopolypeptide subunit",Escherichia coli,1.91e-25
WP_072643114.1, periplasmic nitrate reductase subunit alpha,Escherichia coli,2.01e-25
YP_006778389.1, nitrate reductase catalytic subunit,Escherichia coli,3.05e-25
WP_139688377.1, nitrate reductase catalytic subunit NapA,Sutterella sp,3.35e-25
WP_118879533.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,3.55e-25
WP_000778069.1, MULTISPECIES: nitrate reductase catalytic subunit NapA,Escherichia coli,4.42e-25
YP_002413254.1, nitrate reductase large subunit,Escherichia coli,4.49e-25
NP_416710.1, periplasmic nitrate reductase subunit NapA,Escherichia coli,4.57e-25
WP_032277551.1, periplasmic nitrate reductase subunit alpha,Escherichia coli,4.77e-25
YP_006120588.1, nitrate reductase catalytic subunit,Escherichia coli,4.81e-25
WP_000778048.1, periplasmic nitrate reductase subunit alpha,Escherichia coli,4.98e-25
YP_002408304.1, nitrate reductase catalytic subunit,Escherichia coli,4.98e-25
WP_000778047.1, periplasmic nitrate reductase subunit alpha,Escherichia coli,5.38e-25
WP_000778046.1, periplasmic nitrate reductase subunit alpha,Escherichia coli,5.97e-25
WP_005632153.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,1.20e-24
WP_025404412.1, periplasmic nitrate reductase subunit alpha,Escherichia coli,2.02e-24
WP_118274832.1, nitrate reductase catalytic subunit NapA,Sutterella sp,2.28e-24
WP_118858858.1, nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,3.78e-24
WP_065265391.1, MULTISPECIES: nitrate reductase catalytic subunit NapA,Haemophilus haemolyticus,6.15e-24
WP_022443589.1, periplasmic nitrate reductase large subunit,Sutterella sp,6.17e-24
YP_006119178.1," dimethyl sulfoxide reductase, anaerobic subunit A",Escherichia coli,3.59e-23
WP_065226913.1, oxidoreductase,Escherichia coli,5.19e-23
WP_000850334.1, MULTISPECIES: dimethylsulfoxide reductase subunit A,Escherichia coli,6.52e-23
YP_006780050.1, anaerobic dimethyl sulfoxide reductase subunit A,Escherichia coli,6.80e-23
WP_000850306.1, MULTISPECIES: dimethylsulfoxide reductase subunit A,Escherichia coli,9.52e-23
YP_002411842.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,9.60e-23
NP_415414.4, dimethyl sulfoxide reductase subunit A,Escherichia coli,1.05e-22
YP_002408217.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,1.24e-22
WP_000726687.1, MULTISPECIES: oxidoreductase,Escherichia coli,1.32e-22
WP_038430859.1, dimethylsulfoxide reductase subunit A,Escherichia coli,2.08e-22
WP_062946183.1, dimethylsulfoxide reductase subunit A,Escherichia coli,2.20e-22
WP_000850297.1, dimethylsulfoxide reductase subunit A,Escherichia coli,2.35e-22
WP_000726712.1, putative oxidoreductase,Escherichia coli,2.71e-22
WP_000850325.1, dimethylsulfoxide reductase subunit A,Escherichia coli,2.89e-22
YP_002412491.1, putative oxidoreductase,Escherichia coli,2.95e-22
YP_002407759.1, putative oxidoreductase,Escherichia coli,3.03e-22
WP_000726739.1, acid resistance putative oxidoreductase YdeP,Escherichia coli,3.79e-22
WP_114493830.1, acid resistance putative oxidoreductase YdeP,Escherichia coli,3.96e-22
WP_000726699.1, MULTISPECIES: acid resistance putative oxidoreductase YdeP,Escherichia coli,4.10e-22
WP_000726734.1, acid resistance putative oxidoreductase YdeP,Escherichia coli,4.10e-22
NP_416018.1, putative oxidoreductase YdeP,Escherichia coli,4.24e-22
YP_006779288.1, oxidoreductase,Escherichia coli,4.62e-22
YP_006119840.1, putative oxidoreductase,Escherichia coli,4.66e-22
WP_106907425.1, oxidoreductase,Escherichia coli,2.83e-21
WP_044364421.1, MULTISPECIES: twin-arginine translocation signal domain-containing protein,Haemophilus haemolyticus,5.57e-21
WP_106907857.1, oxidoreductase,Escherichia coli,6.11e-21
WP_000726678.1, acid resistance putative oxidoreductase YdeP,Escherichia coli,6.21e-21
WP_118858937.1, twin-arginine translocation signal domain-containing protein,Haemophilus haemolyticus,1.03e-20
WP_046939452.1, dimethyl sulfoxide reductase subunit A,Haemophilus haemolyticus,1.11e-20
WP_118274673.1, molybdopterin-dependent oxidoreductase,Sutterella sp,1.40e-20
KXB51866.1, putative formate dehydrogenase H,Eggerthella like,1.44e-20
WP_005429328.1, molybdopterin-dependent oxidoreductase,Sutterella wadsworthensis,4.40e-20
WP_005436630.1, MULTISPECIES: nitrate reductase catalytic subunit NapA,Sutterella sp;Sutterella wadsworthensis,4.65e-20
WP_016475238.1, molybdopterin-dependent oxidoreductase,Sutterella wadsworthensis,5.00e-20
NP_416104.1, putative selenate reductase YnfE,Escherichia coli,5.40e-20
WP_000041554.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,6.20e-20
WP_005643110.1, MULTISPECIES: dimethyl sulfoxide reductase subunit A,Haemophilus haemolyticus,6.23e-20
YP_006779227.1, oxidoreductase subunit,Escherichia coli,8.16e-20
WP_024961744.1, nitrate reductase catalytic subunit NapA,Campylobacter ureolyticus,1.03e-19
WP_005632842.1, molybdopterin-dependent oxidoreductase,Haemophilus haemolyticus,1.54e-19
WP_139688891.1, twin-arginine translocation signal domain-containing protein,Sutterella sp,1.76e-19
YP_006119947.1, oxidoreductase subunit,Escherichia coli,2.41e-19
YP_002412605.1, oxidoreductase subunit,Escherichia coli,2.47e-19
WP_000041668.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,2.56e-19
WP_050334596.1, nitrate reductase catalytic subunit NapA,Campylobacter ureolyticus,2.56e-19
WP_065226943.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,2.76e-19
WP_018713049.1, nitrate reductase catalytic subunit NapA,Campylobacter ureolyticus,3.40e-19
WP_101636684.1, nitrate reductase catalytic subunit NapA,Campylobacter ureolyticus,3.64e-19
WP_023154523.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,6.36e-19
WP_118274870.1, molybdopterin-dependent oxidoreductase,Sutterella sp,1.11e-18
WP_016646959.1, nitrate reductase catalytic subunit NapA,Campylobacter ureolyticus,1.27e-18
WP_062331996.1, molybdopterin-dependent oxidoreductase,Sutterella sp,1.34e-18
YP_002407476.1, oxidoreductase subunit,Escherichia coli,1.91e-18
WP_061069257.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,2.38e-18
NP_310320.1, S- and N-oxide reductase subunit A,Escherichia coli,2.69e-18
WP_000041703.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,2.81e-18
WP_022444139.1, dimethyl sulfoxide reductase subunit A,Sutterella sp,7.01e-18
WP_000380691.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,1.32e-17
NP_311411.1, S- and N-oxide reductase subunit A,Escherichia coli,1.46e-17
WP_118275414.1, molybdopterin-dependent oxidoreductase,Sutterella sp,1.48e-17
WP_001443304.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,2.03e-17
WP_077884277.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,2.70e-17
WP_013170453.1, dimethyl sulfoxide reductase subunit A,Arcanobacterium haemolyticum,3.08e-17
WP_072095802.1, molybdopterin-dependent oxidoreductase,Escherichia coli,4.33e-17
WP_001414236.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,5.27e-17
WP_077886428.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,5.45e-17
WP_072141258.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,5.59e-17
YP_006779226.1, oxidoreductase subunit,Escherichia coli,6.15e-17
NP_310321.2, S- and N-oxide reductase subunit A,Escherichia coli,6.35e-17
WP_001342196.1, MULTISPECIES: dimethyl sulfoxide reductase subunit A,Escherichia coli,6.64e-17
WP_001340362.1, MULTISPECIES: dimethyl sulfoxide reductase subunit A,Escherichia coli,6.70e-17
WP_000041701.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,1.05e-16
YP_002412606.1, oxidoreductase subunit,Escherichia coli,1.06e-16
WP_029435591.1, molybdopterin-dependent oxidoreductase,Bilophila wadsworthia,1.37e-16
YP_002407475.1, oxidoreductase subunit,Escherichia coli,1.73e-16
WP_024257742.1, dimethyl sulfoxide reductase subunit A,Escherichia coli,2.17e-16
WP_065360181.1, molybdopterin-dependent oxidoreductase,Megasphaera lornae,3.74e-16
WP_022372632.1, dimethyl sulfoxide reductase subunit A,Sutterella sp,4.05e-16
