id,protein,taxa,e-value
WP_123072576.1, arginine deiminase,Lactobacillus reuteri,4.62e-73
WP_102168047.1, arginine deiminase,Gardnerella genomosp18,4.80e-73
WP_003717648.1, arginine deiminase,Lactobacillus vaginalis,8.46e-73
WP_027869293.1, arginine deiminase,Eubacterium sp,5.46e-72
WP_019116193.1, arginine deiminase,Anaerococcus vaginalis,1.23e-71
WP_040660946.1, arginine deiminase,Oscillibacter ruminantium,2.35e-71
WP_016481399.1, arginine deiminase,Streptococcus agalactiae,1.05e-70
WP_000194839.1, MULTISPECIES: arginine deiminase,Streptococcus agalactiae,1.27e-70
WP_039920554.1, arginine deiminase,Anaerococcus vaginalis,1.38e-70
WP_000194842.1, MULTISPECIES: arginine deiminase,Streptococcus agalactiae,2.10e-70
WP_000194843.1, arginine deiminase,Streptococcus agalactiae,2.24e-70
WP_000194841.1, MULTISPECIES: arginine deiminase,Streptococcus agalactiae,3.94e-70
WP_000194840.1, MULTISPECIES: arginine deiminase,Streptococcus agalactiae,5.26e-70
WP_012993614.1, arginine deiminase,Mageeibacillus indolicus,9.00e-70
WP_058259784.1, arginine deiminase,Fenollaria timonensis,1.09e-69
WP_006626844.1, arginine deiminase,Bulleidia extructa,1.22e-69
WP_071705609.1, arginine deiminase,Murdochiella vaginalis,1.26e-69
WP_000094628.1, MULTISPECIES: arginine deiminase,Streptococcus mitis;Streptococcus pseudopneumoniae,2.13e-69
WP_000094616.1, MULTISPECIES: arginine deiminase,Haemophilus haemolyticus,2.77e-69
WP_000194844.1, MULTISPECIES: arginine deiminase,Streptococcus agalactiae,3.56e-69
WP_049549003.1, MULTISPECIES: arginine deiminase,Streptococcus pseudopneumoniae,4.98e-69
WP_000094625.1, MULTISPECIES: arginine deiminase,Streptococcus mitis,5.66e-69
WP_315568254.1,arginine deiminase,Amygdalobacter indicium,7.35e-69
WP_000094624.1, MULTISPECIES: arginine deiminase,Streptococcus mitis,8.32e-69
WP_019214857.1, arginine deiminase,Fenollaria massiliensis,9.76e-69
WP_048596418.1, arginine deiminase,Fannyhessea vaginae,1.75e-68
WP_006304627.1, MULTISPECIES: arginine deiminase,Fannyhessea vaginae,1.90e-68
WP_006303198.1, arginine deiminase,Fannyhessea vaginae,2.98e-68
WP_075573987.1, arginine deiminase,Ezakiella massiliensis,4.03e-68
WP_066730036.1, arginine deiminase,Sneathia sanguinegens,1.53e-67
WP_072537981.1, arginine deiminase,Anaerococcus mediterraneensis,3.28e-67
WP_066712955.1,arginine deiminase,Amygdalobacter nucleatus,1.02e-66
WP_046328767.1, arginine deiminase,Sneathia vaginalis,2.09e-66
LCVA_1372, arginine deiminase,Lachnocurva vaginae,2.27e-66
WP_015777223.1, arginine deiminase,Anaerococcus prevotii,4.36e-66
WP_027869285.1, arginine deiminase,Eubacterium sp,6.89e-66
WP_037327281.1, arginine deiminase,Anaerococcus lactolyticus,2.11e-65
WP_004826846.1, arginine deiminase,Anaerococcus lactolyticus,2.67e-65
WP_029949224.1, arginine deiminase,Parvimonas micra,1.02e-64
WP_041953537.1, arginine deiminase,Parvimonas micra,1.44e-64
WP_002563765.1, MULTISPECIES: arginine deiminase,Atopobium minutum,1.70e-64
WP_151380580.1, arginine deiminase,Streptococcus anginosus,1.99e-64
WP_118058456.1, arginine deiminase,Parvimonas micra,3.62e-64
WP_059220525.1, MULTISPECIES: arginine deiminase,Streptococcus anginosus,3.73e-64
WP_106100236.1, arginine deiminase,Streptococcus anginosus,5.08e-64
WP_004832340.1, arginine deiminase,Parvimonas micra,5.10e-64
WP_003028185.1, MULTISPECIES: arginine deiminase,Streptococcus anginosus,1.04e-63
WP_049513745.1, arginine deiminase,Streptococcus anginosus,1.43e-63
WP_025271901.1, arginine deiminase,Streptococcus anginosus,1.88e-63
WP_021001457.1, MULTISPECIES: arginine deiminase,Streptococcus anginosus,2.07e-63
WP_003069908.1, MULTISPECIES: arginine deiminase,Streptococcus anginosus,2.38e-63
WP_003025411.1, arginine deiminase,Streptococcus anginosus,2.53e-63
WP_049508618.1, arginine deiminase,Streptococcus anginosus,3.96e-63
WP_117644677.1, arginine deiminase,Streptococcus anginosus,4.09e-63
WP_150262742.1, arginine deiminase,Parvimonas micra,4.56e-63
WP_003037515.1, MULTISPECIES: arginine deiminase,Streptococcus anginosus,5.00e-63
WP_106382584.1, arginine deiminase,Streptococcus anginosus,7.33e-63
WP_022526768.1, arginine deiminase,Streptococcus anginosus,8.69e-63
WP_075714963.1, arginine deiminase,Eubacterium sp,2.33e-62
WP_004834796.1, arginine deiminase,Anaerococcus prevotii,1.66e-60
WP_012290414.1, arginine deiminase,Finegoldia magna,3.19e-60
WP_094203393.1, MULTISPECIES: arginine deiminase,Finegoldia magna,5.49e-60
WP_094224477.1, arginine deiminase,Finegoldia magna,7.71e-60
WP_094223284.1, arginine deiminase,Finegoldia magna,9.84e-60
WP_110058514.1, arginine deiminase,Finegoldia magna,1.15e-59
WP_060790095.1, arginine deiminase,Finegoldia magna,1.38e-59
WP_094205407.1, arginine deiminase,Finegoldia magna,1.64e-59
WP_002838539.1, arginine deiminase,Finegoldia magna,1.66e-59
WP_035111934.1, arginine deiminase,Finegoldia magna,1.73e-59
WP_154273597.1, arginine deiminase,Finegoldia magna,1.76e-59
WP_002835416.1, arginine deiminase,Finegoldia magna,2.16e-59
WP_094202568.1, arginine deiminase,Finegoldia magna,2.37e-59
WP_094225507.1, arginine deiminase,Finegoldia magna,3.75e-59
WP_094209531.1, arginine deiminase,Finegoldia magna,5.43e-59
WP_094229621.1, arginine deiminase,Finegoldia magna,6.30e-59
WP_073688172.1, arginine deiminase,Mycoplasma hominis,1.26e-49
WP_044730189.1, arginine deiminase,Mycoplasma hominis,1.66e-49
WP_073673804.1, arginine deiminase,Mycoplasma hominis,3.34e-49
WP_044329412.1, arginine deiminase,Mycoplasma hominis,5.52e-49
WP_012855346.1, arginine deiminase,Mycoplasma hominis,5.52e-49
WP_020002357.1, arginine deiminase,Mycoplasma hominis,8.75e-49
WP_036432672.1, arginine deiminase,Mycoplasma hominis,3.94e-48
KRK35300.1, arginine deiminase,Lactobacillus crispatus,2.64e-42
KRK33113.1, arginine deiminase,Lactobacillus crispatus,3.35e-23
WP_006584648.1, nitrate reductase,Lactobacillus jensenii,1.45e-08
WP_151141681.1, nitrate reductase,Lactobacillus jensenii,8.72e-08
EAY13767.1, Amidinotransferase family protein,Trichomonas vaginalis,4.17e-07
EAX92496.1, Amidinotransferase family protein,Trichomonas vaginalis,1.07e-06
WP_019034295.1, amidinotransferase,Peptoniphilus lacrimalis,1.57e-05
WP_075712228.1, hypothetical protein,Eubacterium sp,2.42e-05
