id,protein,taxa,e-value
WP_153710134.1, ornithine carbamoyltransferase,Lactobacillus reuteri,3.65e-138
WP_039930956.1, ornithine carbamoyltransferase,Anaerococcus lactolyticus,5.72e-138
WP_134988658.1, ornithine carbamoyltransferase,Lactobacillus reuteri,8.01e-138
WP_000793626.1, ornithine carbamoyltransferase,Streptococcus agalactiae,8.41e-138
WP_003670402.1, MULTISPECIES: ornithine carbamoyltransferase,Lactobacillus reuteri,1.53e-137
WP_085719596.1, ornithine carbamoyltransferase,Lactobacillus reuteri,2.58e-137
WP_122481901.1, ornithine carbamoyltransferase,Lactobacillus reuteri,3.17e-137
WP_037328145.1, ornithine carbamoyltransferase,Anaerococcus lactolyticus,5.08e-137
WP_098045508.1, MULTISPECIES: ornithine carbamoyltransferase,Lactobacillus vaginalis,6.60e-137
WP_003666512.1, ornithine carbamoyltransferase,Lactobacillus reuteri,7.36e-137
WP_000793624.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus agalactiae,9.01e-137
WP_102168036.1, ornithine carbamoyltransferase,Gardnerella genomosp18,1.47e-136
WP_107720658.1, ornithine carbamoyltransferase,Lactobacillus reuteri,2.22e-136
WP_000793622.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus agalactiae,2.46e-136
WP_016481355.1, ornithine carbamoyltransferase,Streptococcus agalactiae,5.90e-136
WP_015058839.1, ornithine carbamoyltransferase,Streptococcus agalactiae,5.97e-136
WP_040531616.1, ornithine carbamoyltransferase,Lactobacillus vaginalis,1.09e-135
WP_058259785.1, ornithine carbamoyltransferase,Fenollaria timonensis,1.57e-133
WP_022431951.1, ornithine carbamoyltransferase,Eubacterium sp,2.10e-133
WP_002563764.1, MULTISPECIES: ornithine carbamoyltransferase,Atopobium minutum,1.62e-132
WP_082203082.1, MULTISPECIES: ornithine carbamoyltransferase,Eubacterium sp,2.20e-132
WP_019214858.1, ornithine carbamoyltransferase,Fenollaria massiliensis,2.44e-132
WP_083487081.1, ornithine carbamoyltransferase,Eubacterium sp,2.54e-132
WP_150262801.1, ornithine carbamoyltransferase,Parvimonas micra,1.79e-131
WP_029950391.1, ornithine carbamoyltransferase,Parvimonas micra,2.54e-131
WP_004831811.1, ornithine carbamoyltransferase,Parvimonas micra,3.68e-131
WP_005382904.1, ornithine carbamoyltransferase,Veillonella atypica,5.34e-131
WP_005378617.1, MULTISPECIES: ornithine carbamoyltransferase,Veillonella atypica,9.11e-131
WP_075573564.1, ornithine carbamoyltransferase,Ezakiella massiliensis,1.84e-130
WP_005381885.1, MULTISPECIES: ornithine carbamoyltransferase,Veillonella atypica,2.00e-130
WP_016216384.1, ornithine carbamoyltransferase,Eubacterium sp,6.22e-130
WP_315572814.1,ornithine carbamoyltransferase,Amygdalobacter nucleatus,1.41e-129
WP_118148649.1, ornithine carbamoyltransferase ,Eubacterium sp,2.58e-129
WP_118390755.1, ornithine carbamoyltransferase ,Eubacterium sp,3.04e-129
WP_315570429.1,ornithine carbamoyltransferase,Amygdalobacter indicium,4.31e-129
WP_117915520.1, ornithine carbamoyltransferase,Eubacterium sp,5.86e-129
WP_022088918.1, ornithine carbamoyltransferase,Eubacterium sp,6.83e-129
WP_006303199.1, ornithine carbamoyltransferase,Fannyhessea vaginae,3.29e-128
WP_006626845.1, ornithine carbamoyltransferase,Bulleidia extructa,6.19e-128
KXB52440.1, ornithine carbamoyltransferase,Eggerthella like,1.36e-127
WP_066780480.1, ornithine carbamoyltransferase,TM7 H1,6.13e-127
WP_021865271.1, ornithine carbamoyltransferase,Eubacterium sp,8.07e-127
WP_040658823.1, ornithine carbamoyltransferase,Oscillibacter ruminantium,8.75e-127
WP_022206217.1, ornithine carbamoyltransferase,Eubacterium sp,1.11e-126
WP_066730037.1, ornithine carbamoyltransferase,Sneathia sanguinegens,1.26e-126
WP_021982062.1, ornithine carbamoyltransferase,Eubacterium sp,2.82e-126
WP_022204042.1, ornithine carbamoyltransferase,Eubacterium sp,3.02e-126
WP_012993921.1, ornithine carbamoyltransferase,Mageeibacillus indolicus,3.22e-126
LCVA_1371, ornithine carbamoyltransferase,Lachnocurva vaginae,5.10e-126
WP_022501312.1, ornithine carbamoyltransferase,Eubacterium sp,7.08e-126
WP_072536798.1, ornithine carbamoyltransferase,Anaerococcus mediterraneensis,1.24e-125
WP_117910284.1, ornithine carbamoyltransferase,Eubacterium sp,1.47e-125
WP_118565712.1, ornithine carbamoyltransferase,Eubacterium sp,2.02e-125
WP_006304635.1, ornithine carbamoyltransferase,Fannyhessea vaginae,2.11e-125
WP_004835055.1, MULTISPECIES: ornithine carbamoyltransferase,Anaerococcus prevotii,3.14e-125
WP_021952680.1, ornithine carbamoyltransferase,Eubacterium sp,3.51e-125
WP_012803505.1, ornithine carbamoyltransferase,Anaerococcus prevotii,1.74e-124
WP_022166181.1, ornithine carbamoyltransferase,Eubacterium sp,2.72e-123
WP_046328766.1, ornithine carbamoyltransferase,Sneathia vaginalis,2.71e-122
WP_148427744.1, MULTISPECIES: ornithine carbamoyltransferase,Eubacterium sp,1.38e-121
WP_019116192.1, ornithine carbamoyltransferase,Anaerococcus vaginalis,1.71e-121
WP_004839170.1, MULTISPECIES: ornithine carbamoyltransferase,Anaerococcus vaginalis,2.42e-120
WP_000149750.1, ornithine carbamoyltransferase,Streptococcus mitis,2.65e-119
WP_118518491.1, ornithine carbamoyltransferase,Eubacterium sp,3.65e-119
WP_071705599.1, ornithine carbamoyltransferase,Murdochiella vaginalis,1.20e-118
WP_049538027.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus pseudopneumoniae,2.70e-118
WP_000149839.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus mitis,6.20e-118
WP_102164364.1, ornithine carbamoyltransferase,Finegoldia magna,7.08e-118
WP_094223285.1, MULTISPECIES: ornithine carbamoyltransferase,Finegoldia magna,1.97e-117
WP_002838550.1, ornithine carbamoyltransferase,Finegoldia magna,4.57e-117
WP_000149840.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus mitis,6.46e-117
WP_015058857.1, ornithine carbamoyltransferase,Streptococcus agalactiae,7.44e-117
WP_000195397.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus agalactiae,8.48e-117
WP_094205408.1, ornithine carbamoyltransferase,Finegoldia magna,8.51e-117
WP_016481401.1, ornithine carbamoyltransferase,Streptococcus agalactiae,8.76e-117
WP_000185363.1, MULTISPECIES: ornithine carbamoyltransferase,Haemophilus haemolyticus,1.13e-116
WP_094209532.1, ornithine carbamoyltransferase,Finegoldia magna,1.26e-116
WP_002835415.1, ornithine carbamoyltransferase,Finegoldia magna,1.69e-116
WP_000195400.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus agalactiae,1.74e-116
WP_094203394.1, ornithine carbamoyltransferase,Finegoldia magna,2.65e-116
WP_049549002.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus pseudopneumoniae,3.47e-116
WP_094208388.1, ornithine carbamoyltransferase,Finegoldia magna,4.57e-116
WP_000195399.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus agalactiae,5.24e-116
WP_084869438.1, ornithine carbamoyltransferase,Streptococcus salivarius,1.67e-115
WP_075714144.1, ornithine carbamoyltransferase,Eubacterium sp,2.04e-115
WP_021001458.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus anginosus,3.31e-115
WP_003040268.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus anginosus,4.45e-115
WP_151380581.1, ornithine carbamoyltransferase,Streptococcus anginosus,7.42e-115
WP_048790524.1, ornithine carbamoyltransferase,Streptococcus salivarius,9.34e-115
WP_003025410.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus anginosus,1.08e-114
WP_110980878.1, ornithine carbamoyltransferase,Streptococcus salivarius,1.09e-114
WP_003028184.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus anginosus,1.12e-114
WP_049513744.1, ornithine carbamoyltransferase,Streptococcus anginosus,1.16e-114
WP_025271900.1, ornithine carbamoyltransferase,Streptococcus anginosus,1.83e-114
WP_027869294.1, ornithine carbamoyltransferase,Eubacterium sp,2.61e-114
WP_014634122.1, ornithine carbamoyltransferase,Streptococcus salivarius,3.46e-114
WP_156246560.1, ornithine carbamoyltransferase,Streptococcus salivarius,4.25e-114
WP_049546171.1, ornithine carbamoyltransferase,Streptococcus salivarius,4.49e-114
WP_073686441.1, ornithine carbamoyltransferase,Streptococcus salivarius,8.09e-114
WP_154864738.1, ornithine carbamoyltransferase,Streptococcus salivarius,1.15e-113
WP_004182944.1, ornithine carbamoyltransferase,Streptococcus salivarius,1.87e-113
WP_073688458.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus salivarius,2.71e-113
WP_087316840.1, ornithine carbamoyltransferase,Eubacterium sp,1.03e-112
WP_045771878.1, ornithine carbamoyltransferase,Streptococcus salivarius,1.54e-112
WP_002886203.1, ornithine carbamoyltransferase,Streptococcus salivarius,2.04e-112
WP_038675579.1, ornithine carbamoyltransferase,Streptococcus salivarius,2.04e-112
WP_014633411.1, ornithine carbamoyltransferase,Streptococcus salivarius,2.38e-112
WP_045768967.1, ornithine carbamoyltransferase,Streptococcus salivarius,2.48e-112
WP_084914832.1, ornithine carbamoyltransferase,Streptococcus salivarius,3.09e-112
WP_013990919.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus salivarius,7.72e-112
WP_087275246.1, ornithine carbamoyltransferase,Eubacterium sp,8.07e-112
WP_022249469.1, ornithine carbamoyltransferase catabolic,Eubacterium sp,1.11e-111
WP_064523215.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus salivarius,1.17e-111
WP_073687524.1, ornithine carbamoyltransferase,Streptococcus salivarius,1.21e-111
WP_021144495.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus salivarius,1.41e-111
WP_002890384.1, ornithine carbamoyltransferase,Streptococcus salivarius,1.60e-111
WP_033125953.1, MULTISPECIES: ornithine carbamoyltransferase,Eubacterium sp,1.73e-111
WP_049528950.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus salivarius,8.22e-111
WP_037613327.1, ornithine carbamoyltransferase,Streptococcus salivarius,3.14e-110
WP_021145782.1, MULTISPECIES: ornithine carbamoyltransferase,Streptococcus salivarius,8.56e-110
WP_021906203.1, ornithine carbamoyltransferase,Eubacterium sp,1.79e-108
WP_040660273.1, ornithine carbamoyltransferase,Oscillibacter ruminantium,3.39e-106
WP_036432663.1, ornithine carbamoyltransferase,Mycoplasma hominis,2.76e-104
WP_012855341.1, ornithine carbamoyltransferase,Mycoplasma hominis,2.76e-104
WP_114095891.1, ornithine carbamoyltransferase,Mycoplasma hominis,2.95e-104
WP_044329408.1, ornithine carbamoyltransferase,Mycoplasma hominis,3.28e-104
WP_113248086.1, ornithine carbamoyltransferase,Mycoplasma hominis,7.63e-103
WP_004835000.1, MULTISPECIES: ornithine carbamoyltransferase,Anaerococcus prevotii,2.92e-90
WP_012803515.1, ornithine carbamoyltransferase,Anaerococcus prevotii,1.31e-89
WP_037326552.1, ornithine carbamoyltransferase,Anaerococcus lactolyticus,3.89e-82
WP_091792266.1, ornithine carbamoyltransferase,Peptococcus niger,7.03e-78
WP_072536704.1, ornithine carbamoyltransferase,Anaerococcus mediterraneensis,7.25e-78
WP_046939333.1," hypothetical protein, partial",Haemophilus haemolyticus,7.85e-78
WP_117706789.1, ornithine carbamoyltransferase,Eubacterium sp,3.39e-72
WP_022505265.1, ornithine carbamoyltransferase,Eubacterium sp,1.80e-71
WP_022234333.1, ornithine carbamoyltransferase,Eubacterium sp,2.08e-71
WP_074696066.1, ornithine carbamoyltransferase,Bifidobacterium dentium,1.12e-68
WP_003841603.1, ornithine carbamoyltransferase,Bifidobacterium dentium,1.22e-68
WP_003839887.1, ornithine carbamoyltransferase,Bifidobacterium dentium,1.30e-68
WP_034521593.1, MULTISPECIES: ornithine carbamoyltransferase,Bifidobacterium dentium,1.41e-68
WP_080822556.1, ornithine carbamoyltransferase,Bifidobacterium dentium,1.91e-68
WP_021972772.1, ornithine carbamoyltransferase,Eubacterium sp,5.27e-68
WP_117923749.1, ornithine carbamoyltransferase,Eubacterium sp,5.48e-68
WP_135279459.1, ornithine carbamoyltransferase,Bifidobacterium dentium,5.81e-68
WP_021957461.1, ornithine carbamoyltransferase catabolic,Eubacterium sp,1.15e-67
WP_053962581.1, ornithine carbamoyltransferase,Lawsonella clevelandensis,1.51e-67
WP_021910756.1, ornithine carbamoyltransferase catabolic,Eubacterium sp,9.88e-67
WP_008688761.1, ornithine carbamoyltransferase,Eubacterium sp,1.26e-66
WP_022260428.1, ornithine carbamoyltransferase catabolic,Eubacterium sp,8.37e-66
WP_101636967.1, ornithine carbamoyltransferase,Campylobacter ureolyticus,1.95e-64
WP_022373221.1, ornithine carbamoyltransferase,Sutterella sp,3.00e-64
WP_147557599.1, ornithine carbamoyltransferase ,Clostridium leptum,8.66e-64
WP_117819580.1, ornithine carbamoyltransferase ,Clostridium leptum,9.75e-64
WP_003533749.1, ornithine carbamoyltransferase ,Clostridium leptum,1.21e-63
WP_024962205.1, ornithine carbamoyltransferase,Campylobacter ureolyticus,3.02e-63
WP_016646682.1, ornithine carbamoyltransferase,Campylobacter ureolyticus,8.13e-63
WP_018712758.1, ornithine carbamoyltransferase,Campylobacter ureolyticus,1.49e-62
WP_050335487.1, ornithine carbamoyltransferase,Campylobacter ureolyticus,2.46e-62
WP_006588180.1, ornithine carbamoyltransferase,Lactobacillus jensenii,7.66e-62
WP_144887384.1, ornithine carbamoyltransferase,Lactobacillus jensenii,2.52e-61
WP_118276496.1, ornithine carbamoyltransferase,Sutterella sp,1.51e-60
WP_038007970.1, MULTISPECIES: ornithine carbamoyltransferase,Sutterella sp;Sutterella wadsworthensis,1.77e-59
WP_122481519.1, putrescine carbamoyltransferase,Lactobacillus reuteri,1.24e-58
WP_029435964.1, ornithine carbamoyltransferase,Bilophila wadsworthia,1.07e-55
WP_005030460.1, ornithine carbamoyltransferase,Bilophila wadsworthia,5.84e-55
CAG60654.1, unnamed protein product,Candida glabrata,2.20e-51
KTB16883.1, Ornithine carbamoyltransferase,Candida glabrata,2.97e-51
KTB14181.1, Ornithine carbamoyltransferase,Candida glabrata,3.00e-51
SCV16610.1, probable Ornithine carbamoyltransferase,Candida glabrata,5.45e-51
WP_002562891.1, MULTISPECIES: putrescine carbamoyltransferase,Atopobium minutum,1.36e-50
KWU03866.1, peptide transporter,Lactobacillus crispatus,9.57e-50
EEU19940.1," Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain protein",Lactobacillus crispatus,9.57e-50
OXC16533.1, peptide transporter,Lactobacillus crispatus,1.16e-49
OXC29532.1, peptide transporter,Lactobacillus crispatus,1.24e-49
KRK33115.1, ornithine carbamoyltransferase,Lactobacillus crispatus,1.29e-49
KAA8808318.1, peptide transporter,Lactobacillus crispatus,1.30e-49
PLT13811.1, peptide transporter,Lactobacillus crispatus,1.39e-49
EAY03503.1, ornithine carbamoyltransferase family protein,Trichomonas vaginalis,5.61e-49
EEJ69223.1," Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain protein",Lactobacillus crispatus,1.69e-48
EFD99805.1, putative ornithine carbamoyltransferase,Lactobacillus crispatus,2.30e-48
KHC31883.1, ornithine carbamoyltransferase,Candida albicans,5.29e-48
KGQ88554.1, ornithine carbamoyltransferase,Candida albicans,5.29e-48
EAX88167.1, ornithine carbamoyltransferase family protein,Trichomonas vaginalis,8.91e-48
KGR07540.1, ornithine carbamoyltransferase,Candida albicans,1.25e-47
KGT65804.1, ornithine carbamoyltransferase,Candida albicans,1.25e-47
AJR59439.1, Arg3p,Saccharomyces cerevisiae,4.27e-47
AJV42578.1, Arg3p,Saccharomyces cerevisiae,5.39e-47
AJR65240.1, Arg3p,Saccharomyces cerevisiae,7.11e-47
AJR72384.1, Arg3p,Saccharomyces cerevisiae,8.69e-47
EKB65045.1, carbamate kinase,Lactobacillus crispatus,1.35e-46
TDM95751.1, peptide transporter,Lactobacillus crispatus,1.50e-46
AJR62717.1, Arg3p,Saccharomyces cerevisiae,2.21e-46
KGU04269.1, ornithine carbamoyltransferase,Candida albicans,2.65e-46
KGK40104.1, hypothetical protein JL09_g712,Pichia kudriavzevii,6.26e-46
QHB09540.1, Arg3,Saccharomyces cerevisiae,7.59e-46
EER30949.1, ornithine carbamoyltransferase,Candida tropicalis,9.63e-46
OUT22240.1, ornithine carbamoyltransferase,Pichia kudriavzevii,1.02e-45
AWU77957.1, hypothetical protein C5L36_0E00260,Pichia kudriavzevii,1.52e-45
KGU22761.1," ornithine carbamoyltransferase, partial",Candida albicans,8.67e-44
OCX10332.1, peptide transporter,Lactobacillus crispatus,1.48e-42
OXC45260.1, peptide transporter,Lactobacillus crispatus,1.50e-42
OAG18266.1, ornithine carbamoyltransferase,Alternaria alternata,5.14e-42
KXI13158.1," Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain protein",Lactobacillus crispatus,1.93e-41
KWX58354.1, peptide transporter,Lactobacillus crispatus,6.74e-41
ETW73093.1, peptide transporter,Lactobacillus crispatus,1.68e-39
EFD99804.1, ornithine carbamoyltransferase,Lactobacillus crispatus,2.79e-34
OXC46185.1, peptide transporter,Lactobacillus crispatus,3.20e-34
EEJ69224.1," Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain protein",Lactobacillus crispatus,5.47e-34
TDN26008.1," peptide transporter, partial",Lactobacillus crispatus,1.23e-33
KAA8808311.1, peptide transporter,Lactobacillus crispatus,3.20e-32
CBL50696.1, Ornithine carbamoyltransferase,Lactobacillus crispatus,2.45e-27
WP_087478255.1, hypothetical protein,Megasphaera lornae,4.65e-26
WP_095629425.1, MULTISPECIES: ornithine carbamoyltransferase,Megasphaera lornae,3.18e-25
WP_062412663.1, MULTISPECIES: ornithine carbamoyltransferase,Megasphaera lornae,1.50e-24
WP_059075771.1, MULTISPECIES: ornithine carbamoyltransferase,Megasphaera lornae,5.84e-24
WP_118022663.1, ornithine carbamoyltransferase,Megasphaera lornae,7.15e-24
WP_020311870.1, MULTISPECIES: ornithine carbamoyltransferase,Megasphaera lornae,1.62e-23
WP_065360040.1, ornithine carbamoyltransferase,Megasphaera lornae,2.45e-23
WP_023054480.1, MULTISPECIES: ornithine carbamoyltransferase,Megasphaera lornae,4.95e-21
WP_151879572.1, acetylornithine carbamoyltransferase,Bacteroides thetaiotaomicron,3.44e-17
WP_117711736.1, MULTISPECIES: aspartate carbamoyltransferase,Bacteroides stercoris,4.69e-17
WP_008761416.1, MULTISPECIES: aspartate carbamoyltransferase,Bacteroides faecis;Bacteroides thetaiotaomicron,2.00e-16
WP_005381760.1, aspartate carbamoyltransferase catalytic subunit,Veillonella atypica,2.05e-16
WP_068720019.1, aspartate carbamoyltransferase catalytic subunit,Dialister sp,2.46e-16
WP_005377928.1, MULTISPECIES: aspartate carbamoyltransferase catalytic subunit,Veillonella atypica,2.54e-16
WP_100016105.1, aspartate carbamoyltransferase,Prevotella intermedia,2.61e-16
WP_004290903.1, MULTISPECIES: aspartate carbamoyltransferase,Bacteroides stercoris,3.68e-16
WP_022218837.1, MULTISPECIES: aspartate carbamoyltransferase,Bacteroides stercoris,3.84e-16
WP_096407797.1, aspartate carbamoyltransferase,Prevotella intermedia,5.45e-16
WP_148430471.1, MULTISPECIES: knotted carbamoyltransferase YgeW,Eubacterium sp,6.24e-16
WP_100021701.1, aspartate carbamoyltransferase,Prevotella intermedia,6.61e-16
TDM96253.1," ornithine carbamoyltransferase, partial",Lactobacillus crispatus,7.61e-16
WP_099892776.1, aspartate carbamoyltransferase,Prevotella intermedia,8.34e-16
WP_088439196.1, aspartate carbamoyltransferase,Prevotella intermedia,8.75e-16
WP_014708351.1, aspartate carbamoyltransferase,Prevotella intermedia,9.27e-16
WP_044114405.1, aspartate carbamoyltransferase,Porphyromonas sp,9.48e-16
WP_097551157.1, aspartate carbamoyltransferase,Prevotella intermedia,9.92e-16
WP_005383009.1, aspartate carbamoyltransferase catalytic subunit,Veillonella atypica,1.05e-15
WP_100014769.1, aspartate carbamoyltransferase,Prevotella intermedia,1.28e-15
WP_009433063.1, aspartate carbamoyltransferase,Porphyromonas sp,1.37e-15
WP_061868692.1, aspartate carbamoyltransferase,Prevotella intermedia,1.52e-15
WP_044123688.1, acetylornithine carbamoyltransferase,Prevotella bergensis,1.54e-15
WP_005653945.1, aspartate carbamoyltransferase,Bacteroides stercoris,1.90e-15
WP_118518914.1, knotted carbamoyltransferase YgeW,Eubacterium sp,2.14e-15
WP_021668373.1, aspartate carbamoyltransferase,Prevotella disiens,2.38e-15
WP_004356422.1, aspartate carbamoyltransferase,Prevotella disiens,2.43e-15
WP_016647168.1, aspartate carbamoyltransferase catalytic subunit,Campylobacter ureolyticus,3.32e-15
WP_020723902.1, knotted carbamoyltransferase YgeW,Megasphaera lornae,3.66e-15
WP_117943258.1, aspartate carbamoyltransferase,Bacteroides stercoris,3.69e-15
WP_100022810.1, aspartate carbamoyltransferase,Prevotella intermedia,3.90e-15
WP_100020074.1, aspartate carbamoyltransferase,Prevotella intermedia,4.25e-15
WP_097648468.1, aspartate carbamoyltransferase,Prevotella intermedia,4.38e-15
WP_018713789.1, aspartate carbamoyltransferase catalytic subunit,Campylobacter ureolyticus,5.49e-15
WP_054960244.1," aspartate carbamoyltransferase, partial",Bacteroides thetaiotaomicron,5.60e-15
WP_101637443.1, aspartate carbamoyltransferase catalytic subunit,Campylobacter ureolyticus,5.70e-15
YP_002413896.1, hypothetical protein ECUMN_3213,Escherichia coli,5.87e-15
WP_114675308.1, aspartate carbamoyltransferase catalytic subunit,Campylobacter ureolyticus,6.04e-15
YP_006121164.1, aspartate/ornithine carbamoyltransferase family protein,Escherichia coli,6.54e-15
WP_055152469.1, knotted carbamoyltransferase YgeW,Eubacterium sp,7.40e-15
WP_021906798.1, aspartate carbamoyltransferase,Eubacterium sp,7.46e-15
WP_112200417.1, aspartate carbamoyltransferase,Prevotella intermedia,7.71e-15
CBL50694.1, Ornithine carbamoyltransferase,Lactobacillus crispatus,8.94e-15
WP_050335018.1, aspartate carbamoyltransferase catalytic subunit,Campylobacter ureolyticus,1.10e-14
WP_062411954.1, MULTISPECIES: knotted carbamoyltransferase YgeW,Megasphaera lornae,1.35e-14
WP_038152754.1, aspartate carbamoyltransferase catalytic subunit,Veillonella montpellierensis,1.36e-14
WP_050641334.1, MULTISPECIES: knotted carbamoyltransferase YgeW,Eubacterium sp,1.40e-14
WP_028257839.1, aspartate carbamoyltransferase catalytic subunit,Veillonella montpellierensis,1.44e-14
WP_001303128.1, MULTISPECIES: knotted carbamoyltransferase YgeW,Escherichia coli,1.46e-14
WP_000978553.1, MULTISPECIES: knotted carbamoyltransferase YgeW,Escherichia coli,1.50e-14
WP_015778354.1, knotted carbamoyltransferase YgeW,Anaerococcus prevotii,1.63e-14
WP_024201491.1, knotted carbamoyltransferase YgeW,Escherichia coli,2.57e-14
WP_021577889.1, knotted carbamoyltransferase YgeW,Escherichia coli,2.57e-14
WP_065360280.1, knotted carbamoyltransferase YgeW,Megasphaera lornae,2.59e-14
EAY14745.1," carbamoyl transferase Z4209, putative",Trichomonas vaginalis,2.68e-14
WP_008446953.1, aspartate carbamoyltransferase,Prevotella amnii,2.87e-14
WP_059076420.1, MULTISPECIES: knotted carbamoyltransferase YgeW,Megasphaera lornae,7.61e-14
WP_001415307.1, knotted carbamoyltransferase YgeW,Escherichia coli,9.56e-14
WP_118022200.1, knotted carbamoyltransferase YgeW,Megasphaera lornae,1.01e-13
