id,protein,taxa,e-value
WP_094204521.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Finegoldia magna,1.62e-142
WP_094206885.1, glycine reductase complex selenoprotein B,Finegoldia magna,1.80e-142
WP_081091127.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Finegoldia magna,2.50e-142
WP_094224458.1, glycine reductase complex selenoprotein B,Finegoldia magna,2.84e-142
WP_094230550.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Finegoldia magna,4.27e-142
WP_094209510.1, glycine reductase complex selenoprotein B,Finegoldia magna,5.52e-142
WP_094207844.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Finegoldia magna,5.79e-142
WP_094205385.1, glycine reductase complex selenoprotein B,Finegoldia magna,7.01e-142
WP_080545252.1, glycine reductase complex selenoprotein B,Finegoldia magna,7.49e-142
WP_080503387.1, glycine reductase complex selenoprotein B,Finegoldia magna,8.72e-142
WP_110058675.1, glycine reductase complex selenoprotein B,Finegoldia magna,1.05e-141
WP_154273455.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Finegoldia magna,1.68e-141
WP_094202559.1, glycine reductase complex selenoprotein B,Finegoldia magna,1.91e-141
WP_080551594.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Finegoldia magna,2.84e-141
WP_080552398.1, glycine reductase complex selenoprotein B,Finegoldia magna,3.08e-141
WP_080552397.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Finegoldia magna,5.76e-141
WP_094229601.1, glycine reductase complex selenoprotein B,Finegoldia magna,1.01e-140
WP_080565306.1, glycine reductase complex selenoprotein B,Finegoldia magna,1.28e-140
WP_094225497.1, glycine reductase complex selenoprotein B,Finegoldia magna,2.03e-140
WP_080565299.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Finegoldia magna,2.62e-140
WP_094226114.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Finegoldia magna,7.13e-140
WP_154537328.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Peptostreptococcus anaerobius,7.79e-140
WP_150263089.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Parvimonas micra,1.27e-139
WP_080685024.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Finegoldia magna,1.31e-139
WP_118058940.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Parvimonas micra,7.45e-138
WP_081985374.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Parvimonas micra,1.34e-137
WP_081637691.1, glycine reductase complex selenoprotein B,Bilophila wadsworthia,2.14e-135
WP_081847469.1, glycine reductase complex selenoprotein B,Bilophila wadsworthia,2.88e-134
WP_081446162.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Parvimonas micra,1.05e-126
WP_081697327.1, glycine/betaine/sarcosine/D-proline family reductase selenoprotein B,Parvimonas micra,1.22e-126
WP_081459798.1, D-proline reductase (dithiol) protein PrdB,Gemella haemolysans,3.87e-18
WP_002846515.1, D-proline reductase (dithiol) protein PrdB,Peptostreptococcus anaerobius,1.16e-16
WP_083505641.1, D-proline reductase (dithiol) protein PrdB,Gemella asaccharolytica,1.36e-15
WP_091993719.1, MULTISPECIES: D-proline reductase (dithiol) protein PrdB,Peptostreptococcus anaerobius,6.06e-14
WP_087478171.1, D-proline reductase (dithiol) protein PrdB,Megasphaera lornae,1.75e-13
WP_020310841.1, MULTISPECIES: D-proline reductase (dithiol) protein PrdB,Megasphaera lornae,2.18e-13
WP_080547788.1, D-proline reductase (dithiol) protein PrdB,Peptostreptococcus anaerobius,7.63e-13
WP_083801179.1, D-proline reductase (dithiol) protein PrdB,Megasphaera micronuciformis,9.50e-12
WP_081733025.1, D-proline reductase (dithiol) protein PrdB,Eubacterium sp,2.37e-09
WP_081957948.1, D-proline reductase (dithiol) protein PrdB,Eubacterium sp,2.99e-09
WP_082203053.1, MULTISPECIES: D-proline reductase (dithiol) protein PrdB,Eubacterium sp,9.78e-09
WP_315573993.1,GrdB-related putative oxidoreductase,Amygdalobacter nucleatus,7.39e-08
WP_315570604.1,GrdB-related putative oxidoreductase,Amygdalobacter indicium,1.03e-06
